0.002237999,0.000945716,0.002346629,0.002686297,0.002159441,0.004675761,0.005939421,0.005284715,0.002346696,0.002202797,0.004749658,0.001307501,0.00526678,0.006683572,0.001597228,0.003382755,0.002960734,0.002364421,0.002569177,0.002868059,0.002741659,0.001186146,0.003024661,0.004029523,0.002153543,0.004600599,0.004596603,0.004069869,0.002787589,0.002489262
0.002558958,0.001619015,0.002539634,0.003558472,0.001545532,0.001324574,0.001719879,0.002520927,0.001757839,0.00158598,0.002357479,0.001059952,0.002083656,0.003227634,0.00130419,0.000902252,0.001024933,0.001996424,0.001188341,0.001635715,0.002699529,0.00160229,0.00260193,0.003903788,0.001643703,0.001289771,0.001559965,0.002852282,0.001666131,0.001863701
0.002449484,0.001936076,0.002484217,0.003228387,0.001998942,0.002693279,0.003906837,0.004594935,0.002007157,0.001678895,0.003234105,0.001136499,0.002811525,0.004096847,0.001535076,0.002763319,0.002111583,0.003066149,0.001924958,0.002116889,0.002546135,0.001747393,0.002498704,0.003410825,0.001917211,0.002934126,0.002908147,0.003726369,0.002188994,0.001833554
0.001420676,0.001856811,0.001482504,0.001036143,0.00259899,0.004781875,0.004777662,0.003779415,0.002519376,0.00272698,0.002149708,0.00166958,0.002112476,0.001186399,0.002273909,0.005144491,0.003119434,0.002781584,0.005101566,0.004264344,0.001610644,0.001813784,0.00161998,0.001133017,0.002785533,0.005987829,0.004435183,0.003948724,0.004021738,0.003621886
0.002524125,0.001306509,0.002581674,0.003480647,0.001829324,0.002236819,0.003918712,0.003747082,0.001754929,0.001646431,0.003284421,0.001128411,0.003334585,0.00411471,0.002867971,0.001697585,0.003134312,0.002808402,0.001502323,0.002368823,0.00243487,0.001140973,0.002493789,0.003143388,0.001824272,0.001416951,0.002582724,0.002491913,0.001432267,0.001607447
0.00154881,0.001430418,0.00157786,0.001280352,0.002330883,0.002863398,0.003123094,0.002906054,0.002024619,0.002130593,0.001450923,0.001285692,0.001359466,0.001184657,0.00187454,0.002307364,0.002023416,0.00169398,0.001852237,0.00235354,0.001671137,0.001625561,0.001694203,0.001480086,0.002377926,0.003628087,0.003457622,0.002669797,0.002414376,0.002604408
0.002270344,0.001820367,0.002285479,0.002790958,0.001725911,0.001835943,0.002230499,0.002658524,0.001740377,0.00160697,0.0019376,0.001116712,0.001949978,0.002348836,0.001076799,0.000953297,0.001242043,0.001547973,0.00117123,0.001009123,0.002471598,0.00189318,0.002510174,0.003205257,0.001914556,0.00178052,0.002443257,0.002962693,0.001855768,0.001751904
0.001705557,0.00189781,0.001723664,0.00155086,0.00216856,0.002770759,0.001853669,0.002150171,0.002130361,0.002085255,0.002530982,0.001988765,0.002364502,0.002220305,0.002197779,0.002089389,0.001370986,0.00215733,0.001271328,0.002506367,0.001842896,0.001926033,0.001812175,0.001790234,0.00219603,0.002544983,0.001729134,0.002386103,0.001936348,0.002409706
0.001617231,0.001988008,0.001672069,0.001394942,0.002321764,0.003254168,0.003679235,0.003360159,0.002279758,0.002067904,0.001328603,0.001447162,0.001475361,0.001059612,0.001430491,0.002415662,0.001957843,0.001826579,0.001833415,0.001736211,0.001673298,0.002103305,0.001740081,0.001475496,0.002261088,0.003733148,0.00348022,0.003158979,0.002652481,0.002244313
0.001550054,0.002190271,0.001604613,0.001277132,0.002163089,0.004035707,0.004498602,0.003069158,0.001969323,0.002306906,0.001290866,0.002309393,0.001250316,0.001043056,0.001784432,0.00497825,0.004266698,0.002133492,0.001530555,0.004668179,0.001630088,0.002784329,0.00159999,0.001419813,0.002460244,0.007312851,0.007134775,0.003389002,0.002645211,0.00434417
0.001992927,0.002117384,0.001962531,0.002140987,0.001496653,0.001123294,0.000652921,0.001193821,0.001482328,0.001594376,0.001646114,0.001714353,0.001512153,0.001765003,0.001005662,0.000639371,0.000606694,0.001130959,0.001249084,0.00140879,0.002072988,0.002318906,0.002028456,0.002295172,0.001568024,0.001072045,0.000942049,0.001529651,0.001786093,0.00176949
